Date,Rain_Sunamganj_Center,Rain_Meghalaya_Border,Mean_NDVI,Radar_VV,Daily_Water_Level,NDVI_Clean,NDVI_7Day_Avg,Flood_In_7Days,Crop_State,AgroPulse_Status,Temperature,Soil_Moisture,NDVI_Slope,Precise_Flood_Indicator,Refined_Crop_State,Final_AgroPulse_Level,Temperature_C
2016-01-27,0.0,0.210271679,,-11.0088025,4.1,0.257371289,0.257449667,0.0,Post-Harvest,0.0,15.31,0.228,0.0,0.0,Post_Harvest,0.0,
2016-01-28,0.0,0.228378518,,-11.01404278,4.1,0.257371289,0.257433992,0.0,Post-Harvest,0.0,15.31,0.228,0.0,0.0,Post_Harvest,0.0,
2016-01-29,0.0,0.445126272,,-11.01928305,4.1,0.257371289,0.257418316,0.0,Post-Harvest,0.0,15.31,0.228,0.0,0.0,Post_Harvest,0.0,
2016-01-30,0.0,0.179733563,,-11.02452333,4.1,0.257371289,0.25740264,0.0,Post-Harvest,0.0,15.31,0.228,0.0,0.0,Post_Harvest,0.0,
2016-01-31,0.0,0.007658675,0.453477775,-11.0297636,4.1,0.453477775,0.285402177,0.0,Post-Harvest,0.0,17.35,0.21,0.196106486,0.0,Mature,0.0,
2016-02-01,0.006467231,0.049784697,,-10.94843814,4.1,0.453477775,0.313401714,0.0,Mature,0.0,17.35,0.21,0.0,0.0,Mature,0.0,
2016-02-02,0.0,0.00170632,,-10.86711268,4.1,0.453477775,0.341416926,0.0,Mature,0.0,17.35,0.21,0.0,0.0,Mature,0.0,
2016-02-03,0.0,0.0,,-10.78578723,4.1,0.453477775,0.369432138,0.0,Mature,0.0,17.35,0.21,0.0,0.0,Mature,0.0,
2016-02-04,0.0,0.0,,-10.70446177,4.1,0.453477775,0.39744735,0.0,Mature,0.0,17.35,0.21,0.0,0.0,Mature,0.0,
2016-02-05,0.0,0.0,0.448454363,-10.62313631,4.1,0.448454363,0.424744932,0.0,Mature,0.0,17.03,0.209,-0.005023412,0.0,Mature,0.0,
2016-02-06,0.0,0.0,,-10.66058244,4.1,0.448454363,0.452042514,0.0,Mature,0.0,17.03,0.209,0.0,0.0,Mature,0.0,
2016-02-07,0.0,0.0,,-10.69802857,4.1,0.448454363,0.451324884,0.0,Mature,0.0,17.03,0.209,0.0,0.0,Mature,0.0,
2016-02-08,1.311621602,2.898453471,,-10.7354747,4.1,0.448454363,0.450607254,0.0,Mature,0.0,17.03,0.209,0.0,0.0,Mature,0.0,
2016-02-09,0.0,0.0,,-10.77292082,4.1,0.448454363,0.449889624,0.0,Mature,0.0,17.03,0.209,0.0,0.0,Mature,0.0,
2016-02-10,0.0,0.038969156,0.473210133,-10.81036695,4.1,0.473210133,0.452708532,0.0,Mature,0.0,19.45,0.214,0.02475577,0.0,Mature,0.0,
2016-02-11,0.363020594,0.0,,-10.78522552,4.1,0.473210133,0.45552744,0.0,Mature,0.0,19.45,0.214,0.0,0.0,Mature,0.0,
2016-02-12,0.0,0.0,,-10.76008409,4.1,0.473210133,0.459063979,0.0,Mature,0.0,19.45,0.214,0.0,0.0,Mature,0.0,
2016-02-13,0.0,0.0,,-10.73494266,4.1,0.473210133,0.462600518,0.0,Mature,0.0,19.45,0.214,0.0,0.0,Mature,0.0,
2016-02-14,0.0,0.0,,-10.70980123,4.1,0.473210133,0.466137056,0.0,Mature,0.0,19.45,0.214,0.0,0.0,Mature,0.0,
2016-02-15,0.0,0.0,0.553727098,-10.6846598,4.1,0.553727098,0.481176018,0.0,Mature,0.0,21.21,0.234,0.080516965,0.0,Mature,0.0,
2016-02-16,0.0,0.127300923,,-10.74155761,4.1,0.553727098,0.496214981,0.0,Mature,0.0,21.21,0.234,0.0,0.0,Mature,0.0,
2016-02-17,0.0,0.0,,-10.79845542,4.1,0.553727098,0.507717404,0.0,Mature,0.0,21.21,0.234,0.0,0.0,Mature,0.0,
2016-02-18,0.0,0.0,,-10.85535323,4.1,0.553727098,0.519219828,0.0,Mature,0.0,21.21,0.234,0.0,0.0,Mature,0.0,
2016-02-19,0.0,0.0,,-10.91225104,4.1,0.553727098,0.530722251,0.0,Mature,0.0,21.21,0.234,0.0,0.0,Mature,0.0,
2016-02-20,0.019736641,0.066449714,0.553321219,-10.96914885,4.1,0.553321219,0.542166692,0.0,Mature,0.0,23.99,0.189,-0.000405879,0.0,Mature,0.0,
2016-02-21,0.361598496,0.047351634,,-11.05074191,4.1,0.553321219,0.553611133,0.0,Mature,0.0,23.99,0.189,0.0,0.0,Mature,0.0,
2016-02-22,0.0,0.0,,-11.13233498,4.1,0.553321219,0.55355315,0.0,Mature,0.0,23.99,0.189,0.0,0.0,Mature,0.0,
2016-02-23,0.0,0.0,,-11.21392804,4.1,0.553321219,0.553495167,0.0,Mature,0.0,23.99,0.189,0.0,0.0,Mature,0.0,
2016-02-24,8.933255207,0.0,,-11.29552111,4.1,0.553321219,0.553437185,0.0,Mature,0.0,23.99,0.189,0.0,0.0,Mature,0.0,
2016-02-25,0.0,0.0,0.556632087,-11.37711417,4.1,0.556632087,0.553852183,0.0,Mature,0.0,20.23,0.357,0.003310868,0.0,Mature,0.0,
2016-02-26,1.949781599,3.084449274,,-11.37711417,4.1,0.556632087,0.554267181,0.0,Mature,0.0,20.23,0.357,0.0,0.0,Mature,0.0,
2016-02-27,0.0,0.022365574,,-11.37711417,4.1,0.556632087,0.554740162,0.0,Mature,0.0,20.23,0.357,0.0,0.0,Mature,0.0,
2016-02-28,0.0,0.651220173,,-11.37711417,4.1,0.556632087,0.555213144,0.0,Mature,0.0,20.23,0.357,0.0,0.0,Mature,0.0,
2016-02-29,0.0,0.313923616,,-11.37711417,4.1,0.556632087,0.555686125,0.0,Mature,0.0,20.23,0.357,0.0,0.0,Mature,0.0,
2016-03-01,0.0,0.022270353,0.561241673,-11.37711417,4.1,0.561241673,0.556817618,0.0,Mature,0.0,22.29,0.243,0.004609586,0.0,Mature,0.0,
2016-03-02,0.0,0.013366413,,-11.46122843,4.1,0.561241673,0.557949111,0.0,Mature,0.0,22.29,0.243,0.0,0.0,Mature,0.0,
2016-03-03,0.0,0.033641317,,-11.54534269,4.1,0.561241673,0.558607624,0.0,Mature,0.0,22.29,0.243,0.0,0.0,Mature,0.0,
2016-03-04,0.0,0.0,,-11.62945695,4.1,0.561241673,0.559266136,0.0,Mature,0.0,22.29,0.243,0.0,0.0,Mature,0.0,
2016-03-05,0.0,0.024006828,,-11.71357121,4.1,0.561241673,0.559924648,0.0,Mature,0.0,22.29,0.243,0.0,0.0,Mature,0.0,
2016-03-06,1.592854997,2.587383873,0.463262671,-11.79768546,4.1,0.463262671,0.54658616,0.0,Mature,0.0,24.22,0.242,-0.097979002,0.0,Mature,0.0,
2016-03-07,0.0,0.000995036,,-11.85003002,4.1,0.463262671,0.533247672,0.0,Mature,0.0,24.22,0.242,0.0,0.0,Mature,0.0,
2016-03-08,0.00140329,0.001024596,,-11.90237457,4.1,0.463262671,0.519250672,0.0,Mature,0.0,24.22,0.242,0.0,0.0,Mature,0.0,
2016-03-09,0.0,0.0,,-11.95471912,4.1,0.463262671,0.505253672,0.0,Mature,0.0,24.22,0.242,0.0,0.0,Mature,0.0,
2016-03-10,0.0,0.013341364,,-12.00706368,4.1,0.463262671,0.491256671,0.0,Mature,0.0,24.22,0.242,0.0,0.0,Mature,0.0,
2016-03-11,0.0,0.09095471,0.463262671,-12.05940823,4.1,0.463262671,0.477259671,0.0,Mature,0.0,25.15,0.201,0.0,0.0,Mature,0.0,
2016-03-12,0.0,0.008416042,,-11.83805653,4.1,0.463262671,0.463262671,0.0,Mature,0.0,25.15,0.201,0.0,0.0,Mature,0.0,
2016-03-13,0.000168509,0.048474246,,-11.61670484,4.1,0.463262671,0.463262671,0.0,Mature,0.0,25.15,0.201,0.0,0.0,Mature,0.0,
2016-03-14,0.147958884,0.397045367,,-11.39535314,4.1,0.463262671,0.463262671,0.0,Mature,0.0,25.15,0.201,0.0,0.0,Mature,0.0,
2016-03-15,0.000168648,0.002474777,,-11.17400145,4.1,0.463262671,0.463262671,0.0,Mature,0.0,25.15,0.201,0.0,0.0,Mature,0.0,
2016-03-16,0.0,0.027192521,0.491352083,-10.95264975,4.1,0.491352083,0.467275444,0.0,Mature,0.0,24.21,0.175,0.028089413,0.0,Mature,0.0,
2016-03-17,0.011877221,0.01803977,,-10.94208273,4.1,0.491352083,0.471288217,0.0,Mature,0.0,24.21,0.175,0.0,0.0,Mature,0.0,
2016-03-18,0.0,0.0,,-10.93151572,4.1,0.491352083,0.475300991,0.0,Mature,0.0,24.21,0.175,0.0,0.0,Mature,0.0,
2016-03-19,1.505747841,3.274989557,,-10.9209487,4.1,0.491352083,0.479313764,0.0,Mature,0.0,24.21,0.175,0.0,0.0,Mature,0.0,
2016-03-20,2.386627318,2.352561756,,-10.91038168,4.1,0.491352083,0.483326537,0.0,Mature,0.0,24.21,0.175,0.0,0.0,Mature,0.0,
2016-03-21,2.426367713,2.114517425,0.276062533,-10.89981466,4.1,0.276062533,0.45658366,0.0,Mature,0.0,22.55,0.398,-0.21528955,0.0,Post_Harvest,0.0,
2016-03-22,0.0,0.139561813,,-10.83057526,4.1,0.276062533,0.429840783,0.0,Mature,0.0,22.55,0.398,0.0,0.0,Post_Harvest,0.0,
2016-03-23,0.0,0.0,,-10.76133586,4.1,0.276062533,0.399085133,0.0,Mature,0.0,22.55,0.398,0.0,0.0,Post_Harvest,0.0,
2016-03-24,0.0,0.001511164,,-10.69209645,4.1,0.276062533,0.368329483,0.0,Mature,0.0,22.55,0.398,0.0,0.0,Post_Harvest,0.0,
2016-03-25,0.0,0.009778903,,-10.62285705,4.1,0.276062533,0.337573833,0.0,Mature,0.0,22.55,0.398,0.0,0.0,Post_Harvest,0.0,
2016-03-26,0.0,0.003769973,0.355556606,-10.55361764,4.1,0.355556606,0.318174479,0.0,Mature,0.0,25.2,0.295,0.079494073,0.0,Mature,0.0,
2016-03-27,7.607758524,29.26066274,,-10.52579606,4.1,0.355556606,0.298775125,0.0,Post-Harvest,0.0,25.2,0.295,0.0,0.0,Mature,0.0,
2016-03-28,33.11733873,24.00109084,,-10.49797449,4.1,0.355556606,0.310131422,0.0,Mature,0.0,25.2,0.295,0.0,0.0,Mature,0.0,
2016-03-29,5.267089117,2.152825399,,-10.47015291,4.1,0.355556606,0.321487718,0.0,Mature,0.0,25.2,0.295,0.0,0.0,Mature,0.0,
2016-03-30,1.080755562,0.884740624,,-10.44233133,4.1,0.355556606,0.332844014,0.0,Mature,0.0,25.2,0.295,0.0,0.0,Mature,0.0,
2016-03-31,29.43520924,11.48393392,0.355553372,-10.41450975,4.1,0.355553372,0.344199848,0.0,Mature,0.0,21.83,0.427,-3.23e-06,0.0,Mature,0.0,
2016-04-01,0.192777599,0.212670295,,-10.52814692,4.1,0.355553372,0.355555682,0.0,Mature,0.0,21.83,0.427,0.0,0.0,Mature,0.0,
2016-04-02,0.859727609,0.056498197,,-10.64178408,4.1,0.355553372,0.35555522,0.0,Mature,0.0,21.83,0.427,0.0,0.0,Mature,0.0,
2016-04-03,12.38783922,0.166781745,,-10.75542124,4.1,0.355553372,0.355554758,0.0,Mature,0.0,21.83,0.427,0.0,0.0,Mature,0.0,
2016-04-04,29.26713367,8.613246948,,-10.86905841,4.1,0.355553372,0.355554296,0.0,Mature,0.0,21.83,0.427,0.0,0.0,Mature,0.0,
2016-04-05,42.46456054,97.91864977,0.216201059,-10.98269557,4.1,0.216201059,0.335646361,0.0,Mature,0.0,22.51,0.431,-0.139352312,0.0,Growing,0.0,
2016-04-06,34.15656102,52.10540991,,-11.07338576,4.1,0.216201059,0.315738425,0.0,Mature,0.0,22.51,0.431,0.0,0.0,Growing,0.0,
2016-04-07,5.0142627,71.83325267,,-11.16407596,4.1,0.216201059,0.295830952,0.0,Post-Harvest,0.0,22.51,0.431,0.0,0.0,Growing,0.0,
2016-04-08,0.615498363,6.661979509,,-11.25476616,5.634,0.216201059,0.275923479,0.0,Post-Harvest,0.0,22.51,0.431,0.0,0.0,Growing,0.0,
2016-04-09,24.10913622,4.079966369,,-11.34545635,5.634,0.216201059,0.256016006,0.0,Post-Harvest,0.0,22.51,0.431,0.0,0.0,Growing,0.0,
2016-04-10,0.018000603,0.004817708,0.232793856,-11.43614655,5.634,0.232793856,0.238478932,0.0,Post-Harvest,0.0,27.23,0.413,0.016592797,0.0,Growing,0.0,
2016-04-11,0.0,19.74818216,,-11.55418475,5.634,0.232793856,0.220941858,0.0,Post-Harvest,0.0,27.23,0.413,0.0,0.0,Growing,0.0,
2016-04-12,0.0,1.973637598,,-11.67222296,5.634,0.232793856,0.223312258,0.0,Post-Harvest,0.0,27.23,0.413,0.0,0.0,Growing,0.0,
2016-04-13,12.07083602,14.04689137,,-11.79026117,5.634,0.232793856,0.225682658,0.0,Post-Harvest,0.0,27.23,0.413,0.0,0.0,Growing,0.0,
2016-04-14,45.26314771,72.49064953,,-11.90829937,5.634,0.232793856,0.228053057,0.0,Post-Harvest,0.0,27.23,0.413,0.0,0.0,Growing,0.0,
2016-04-15,5.676042671,28.84703841,0.132674259,-12.02633758,5.634,0.132674259,0.216120657,0.0,Post-Harvest,0.0,23.31,0.429,-0.100119597,0.0,Growing,0.0,
2016-04-16,72.55823204,44.48787044,,-12.36460665,5.634,0.132674259,0.204188257,0.0,Post-Harvest,0.0,23.31,0.429,0.0,0.0,Growing,0.0,
2016-04-17,60.71218089,44.36259135,,-12.70287573,5.634,0.132674259,0.189885457,0.0,Post-Harvest,0.0,23.31,0.429,0.0,0.0,Growing,0.0,
2016-04-18,7.584831948,23.29295726,,-13.0411448,5.634,0.132674259,0.175582658,0.0,Post-Harvest,0.0,23.31,0.429,0.0,0.0,Growing,0.0,
2016-04-19,39.04185013,16.12819445,,-13.37941387,5.634,0.132674259,0.161279858,0.0,Post-Harvest,0.0,23.31,0.429,0.0,0.0,Growing,0.0,
2016-04-20,82.22094338,24.5885632,0.176887631,-13.71768294,5.634,0.176887631,0.153293255,0.0,Post-Harvest,0.0,25.08,0.428,0.044213372,0.0,Growing,0.0,
2016-04-21,107.0170874,57.19476697,,-13.77793139,5.634,0.176887631,0.145306651,0.0,Post-Harvest,0.0,25.08,0.428,0.0,0.0,Growing,0.0,
2016-04-22,9.653359492,11.63238093,,-13.83817984,5.634,0.176887631,0.151622847,0.0,Post-Harvest,0.0,25.08,0.428,0.0,0.0,Growing,0.0,
2016-04-23,0.041591801,32.60610049,,-13.89842829,5.634,0.176887631,0.157939043,0.0,Post-Harvest,0.0,25.08,0.428,0.0,0.0,Growing,0.0,
2016-04-24,0.03356651,4.215433444,,-13.95867674,5.634,0.176887631,0.164255239,0.0,Post-Harvest,0.0,25.08,0.428,0.0,0.0,Growing,0.0,
2016-04-25,6.553878805,4.095161065,0.131973778,-14.01892518,5.634,0.131973778,0.16415517,0.0,Post-Harvest,0.0,26.19,0.428,-0.044913853,0.0,Growing,0.0,
2016-04-26,31.38241182,29.26685994,,-13.81164426,5.634,0.131973778,0.164055101,0.0,Post-Harvest,0.0,26.19,0.428,0.0,0.0,Growing,0.0,
2016-04-27,30.24650101,22.66662135,,-13.60436333,5.634,0.131973778,0.157638837,0.0,Post-Harvest,0.0,26.19,0.428,0.0,0.0,Growing,0.0,
2016-04-28,5.492678651,9.092031363,,-13.3970824,5.634,0.131973778,0.151222572,0.0,Post-Harvest,0.0,26.19,0.428,0.0,0.0,Growing,0.0,
2016-04-29,8.009256321,9.114904156,,-13.18980147,5.634,0.131973778,0.144806307,0.0,Post-Harvest,0.0,26.19,0.428,0.0,0.0,Growing,0.0,
2016-04-30,1.488573,12.93572783,0.126266407,-12.98252055,5.634,0.126266407,0.137574704,0.0,Post-Harvest,0.0,25.96,0.422,-0.00570737,0.0,Growing,0.0,
2016-05-01,31.72689932,55.92732888,,-13.21263333,5.634,0.126266407,0.1303431,0.0,Post-Harvest,0.0,25.96,0.422,0.0,0.0,Growing,0.0,
2016-05-02,1.246963016,15.21053976,,-13.44274612,5.634,0.126266407,0.129527762,0.0,Post-Harvest,0.0,25.96,0.422,0.0,0.0,Growing,0.0,
2016-05-03,28.18940122,18.70184349,,-13.6728589,5.634,0.126266407,0.128712423,0.0,Post-Harvest,0.0,25.96,0.422,0.0,0.0,Growing,0.0,
2016-05-04,21.07885853,23.68609011,,-13.90297169,5.634,0.126266407,0.127897085,0.0,Post-Harvest,0.0,25.96,0.422,0.0,0.0,Growing,0.0,
2016-05-05,16.09782433,10.48709369,0.150626935,-14.13308448,6.421,0.150626935,0.130561821,0.0,Post-Harvest,0.0,24.68,0.426,0.024360527,0.0,Growing,0.0,
2016-05-06,10.33894562,16.2714561,,-13.98302902,6.421,0.150626935,0.133226558,0.0,Post-Harvest,0.0,24.68,0.426,0.0,0.0,Growing,0.0,
2016-05-07,43.68543338,26.14128424,,-13.83297356,6.421,0.150626935,0.136706633,0.0,Post-Harvest,0.0,24.68,0.426,0.0,0.0,Growing,0.0,
2016-05-08,2.006448864,0.018139104,,-13.6829181,6.421,0.150626935,0.140186709,0.0,Post-Harvest,0.0,24.68,0.426,0.0,0.0,Growing,0.0,
2016-05-09,1.615786859,2.614339192,,-13.53286265,6.421,0.150626935,0.143666784,0.0,Post-Harvest,0.0,24.68,0.426,0.0,0.0,Growing,0.0,
2016-05-10,3.065815351,0.465382727,0.108700512,-13.38280719,6.421,0.108700512,0.141157371,0.0,Post-Harvest,0.0,28.25,0.357,-0.041926423,0.0,Post_Harvest,0.0,
2016-05-11,2.359659578,0.444226574,,-13.92868612,6.421,0.108700512,0.138647957,0.0,Post-Harvest,0.0,28.25,0.357,0.0,0.0,Post_Harvest,0.0,
2016-05-12,46.51006486,36.55202936,,-14.47456504,6.421,0.108700512,0.132658468,0.0,Post-Harvest,0.0,28.25,0.357,0.0,0.0,Post_Harvest,0.0,
2016-05-13,16.62507097,23.04429147,,-15.02044397,6.421,0.108700512,0.126668979,0.0,Post-Harvest,0.0,28.25,0.357,0.0,0.0,Post_Harvest,0.0,
2016-05-14,40.9736775,6.064177789,,-15.5663229,6.421,0.108700512,0.12067949,0.0,Post-Harvest,0.0,28.25,0.357,0.0,0.0,Post_Harvest,0.0,
2016-05-15,49.73123829,66.76323545,0.154236937,-16.11220182,6.421,0.154236937,0.121195204,0.0,Post-Harvest,0.0,25.14,0.434,0.045536425,0.0,Growing,0.0,
2016-05-16,16.89897153,36.73877134,,-16.1505677,6.421,0.154236937,0.121710919,0.0,Post-Harvest,0.0,25.14,0.434,0.0,0.0,Growing,0.0,
2016-05-17,29.12726115,103.6623256,,-16.18893357,6.421,0.154236937,0.128216123,0.0,Post-Harvest,0.0,25.14,0.434,0.0,0.0,Growing,0.0,
2016-05-18,71.04805685,53.7466285,,-16.22729945,6.421,0.154236937,0.134721326,0.0,Post-Harvest,0.0,25.14,0.434,0.0,0.0,Growing,0.0,
2016-05-19,3.270374276,1.21679414,,-16.26566533,6.421,0.154236937,0.14122653,0.0,Post-Harvest,0.0,25.14,0.434,0.0,0.0,Growing,0.0,
2016-05-20,8.274562276,11.14296532,0.133426631,-16.3040312,6.421,0.133426631,0.144758832,0.0,Post-Harvest,0.0,24.74,0.431,-0.020810306,0.0,Growing,0.0,
2016-05-21,40.94031112,49.84637648,,-16.06352068,6.421,0.133426631,0.148291135,0.0,Post-Harvest,0.0,24.74,0.431,0.0,0.0,Growing,0.0,
2016-05-22,2.411085644,0.935562369,,-15.82301016,6.421,0.133426631,0.145318234,0.0,Post-Harvest,0.0,24.74,0.431,0.0,0.0,Growing,0.0,
2016-05-23,5.591360155,0.080088637,,-15.58249964,6.421,0.133426631,0.142345333,0.0,Post-Harvest,0.0,24.74,0.431,0.0,0.0,Growing,0.0,
2016-05-24,10.45196172,1.462565967,,-15.34198913,6.421,0.133426631,0.139372432,0.0,Post-Harvest,0.0,24.74,0.431,0.0,0.0,Growing,0.0,
2016-05-25,4.347491663,0.369265748,0.083282026,-15.10147861,6.421,0.083282026,0.129236016,0.0,Post-Harvest,0.0,25.68,0.429,-0.050144605,0.0,Growing,0.0,
2016-05-26,0.756548087,0.025099976,,-15.10147861,6.421,0.083282026,0.119099601,0.0,Post-Harvest,0.0,25.68,0.429,0.0,0.0,Growing,0.0,
2016-05-27,15.77928891,0.961105822,,-15.10147861,6.421,0.083282026,0.111936086,0.0,Post-Harvest,0.0,25.68,0.429,0.0,0.0,Growing,0.0,
2016-05-28,3.191701076,3.033458261,,-15.10147861,6.421,0.083282026,0.104772571,0.0,Post-Harvest,0.0,25.68,0.429,0.0,0.0,Growing,0.0,
2016-05-29,2.477274541,0.67574609,,-15.10147861,6.421,0.083282026,0.097609056,0.0,Post-Harvest,0.0,25.68,0.429,0.0,0.0,Growing,0.0,
2016-05-30,30.44037793,2.870357875,0.083282026,-15.10147861,6.421,0.083282026,0.090445541,0.0,Post-Harvest,0.0,26.61,0.422,0.0,0.0,Growing,0.0,
2016-05-31,14.26384084,11.94293564,,-14.92403069,6.421,0.083282026,0.083282026,0.0,Post-Harvest,0.0,26.61,0.422,0.0,0.0,Growing,0.0,
2016-06-01,1.116707151,0.021473039,,-14.74658276,6.923,0.083282026,0.083282026,0.0,Post-Harvest,0.0,26.61,0.422,0.0,0.0,Growing,0.0,
2016-06-02,0.393449486,0.036009047,,-14.56913484,6.923,0.083282026,0.083282026,0.0,Post-Harvest,0.0,26.61,0.422,0.0,0.0,Growing,0.0,
2016-06-03,25.17390964,2.59885592,,-14.39168692,6.923,0.083282026,0.083282026,0.0,Post-Harvest,0.0,26.61,0.422,0.0,0.0,Growing,0.0,
2016-06-04,15.30516031,1.824171186,-0.032431653,-14.214239,6.923,-0.032431653,0.0667515,0.0,Post-Harvest,0.0,29.09,0.393,-0.115713679,0.0,Post_Harvest,0.0,
2016-06-05,15.50992198,4.839622817,,-14.36431956,6.923,-0.032431653,0.050220975,0.0,Post-Harvest,0.0,29.09,0.393,0.0,0.0,Post_Harvest,0.0,
2016-06-06,24.75452738,53.37766434,,-14.51440012,6.923,-0.032431653,0.033690449,0.0,Post-Harvest,0.0,29.09,0.393,0.0,0.0,Post_Harvest,0.0,
2016-06-07,16.86482441,25.77895619,,-14.66448068,6.923,-0.032431653,0.017159924,0.0,Post-Harvest,0.0,29.09,0.393,0.0,0.0,Post_Harvest,0.0,
2016-06-08,1.709376138,15.41877851,,-14.81456124,6.923,-0.032431653,0.000629398,0.0,Post-Harvest,0.0,29.09,0.393,0.0,0.0,Post_Harvest,0.0,
2016-06-09,3.108746819,2.612584534,0.037365539,-14.9646418,6.923,0.037365539,-0.0059301,0.0,Post-Harvest,0.0,26.26,0.43,0.069797192,0.0,Growing,0.0,
2016-06-10,1.436997894,1.248700957,,-14.82920274,6.923,0.037365539,-0.012489598,0.0,Post-Harvest,0.0,26.26,0.43,0.0,0.0,Growing,0.0,
2016-06-11,2.056569022,0.028967465,,-14.69376369,6.923,0.037365539,-0.002518571,0.0,Post-Harvest,0.0,26.26,0.43,0.0,0.0,Growing,0.0,
